,ActiveIngredients,List,Product,TherapeuticClass,ATC,PharmaceuticalForm,Status
825,VALSARTAN 80 milligram(s),['valsartan'],Valsartan -1A Pharma 80mg film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Withdrawn
826,VALSARTAN 160 milligram(s),['valsartan'],Valsartan -1A Pharma 160mg film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Withdrawn
827,VALSARTAN 80 milligram(s),['valsartan'],Valsartan Capsules Hard 80mg,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,HARD CAPSULE,Withdrawn
828,VALSARTAN 160 milligram(s),['valsartan'],Valsartan Capsules Hard 160mg,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,HARD CAPSULE,Withdrawn
829,VALSARTAN 160 milligram(s),['valsartan'],"Diovan Tablet, film coated 160mg",AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Withdrawn
830,VALSARTAN 80 milligram(s),['valsartan'],Valsartan TEVA 80mg Film coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Withdrawn
831,VALSARTAN 160 milligram(s),['valsartan'],Valsartan TEVA 160mg Film coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Withdrawn
832,VALSARTAN 80 milligram(s),['valsartan'],VALSABEN film coated tablets 80 mg,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
833,VALSARTAN 160 milligram(s),['valsartan'],VALSABEN film coated tablets 160 mg,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
834,VALSARTAN 80 milligram(s),['valsartan'],"Valsaben Tablet, film coated 80mg",AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
835,VALSARTAN 160 milligram(s),['valsartan'],"Valsaben Tablet, film coated 160mg",AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
836,VALSARTAN 40 milligram(s),['valsartan'],"Valsartan Jubilant Tablet, film coated 40mg",AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
837,VALSARTAN 80 milligram(s),['valsartan'],"Valsartan Jubilant Tablet, film coated 80mg",AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
838,VALSARTAN 160 milligram(s),['valsartan'],"Valsartan Jubilant Tablet, film coated 160mg",AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
839,VALSARTAN 80 milligram(s),['valsartan'],Valsartan Capsules Hard 80mg,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,HARD CAPSULE,Withdrawn
840,VALSARTAN 160 milligram(s),['valsartan'],Valsartan Capsules Hard 160mg,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,HARD CAPSULE,Withdrawn
841,VALSARTAN 160 milligram(s),['valsartan'],Valsartan Sandoz 160mg film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
842,VALSARTAN 80 milligram(s),['valsartan'],Valsartan 80 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
843,VALSARTAN 160 milligram(s),['valsartan'],Valsartan 160 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
844,VALSARTAN 80 milligram(s),['valsartan'],"Diovan 80, 80 mg film-coated tablets",AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
845,VALSARTAN 160 milligram(s),['valsartan'],"Diovan 160, 160 mg film-coated tablets",AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
846,VALSARTAN 80 milligram(s),['valsartan'],Diovan 80 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
847,VALSARTAN 40 milligram(s),['valsartan'],Vapress 40 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
848,VALSARTAN 80 milligram(s),['valsartan'],Vapress 80 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
849,VALSARTAN 160 milligram(s),['valsartan'],Vapress 160 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
850,VALSARTAN 80 milligram(s),['valsartan'],Valsartan Krka 80 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
851,VALSARTAN 160 milligram(s),['valsartan'],Valsartan Krka 160 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
852,VALSARTAN 40 milligram(s),['valsartan'],Valsartan Macleods 40 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
853,VALSARTAN 80 milligram(s),['valsartan'],Valsartan Macleods 80 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
854,VALSARTAN 160 milligram(s),['valsartan'],Valsartan Macleods 160 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
855,VALSARTAN 320 milligram(s),['valsartan'],Valsartan Macleods 320 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
856,VALSARTAN 160 milligram(s),['valsartan'],Diovan 160 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
857,VALSARTAN 80 milligram(s),['valsartan'],Diovan 80 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
858,VALSARTAN 80 milligram(s),['valsartan'],Valsartan 80 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
859,VALSARTAN 160 milligram(s),['valsartan'],Valsartan 160 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
860,VALSARTAN 80 milligram(s),['valsartan'],Valsartan 80 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
861,VALSARTAN 160 milligram(s),['valsartan'],Valsartan 160 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09CA03,FILM-COATED TABLET,Authorised
862,HYDROCHLOROTHIAZIDE 12.5 milligram(s) | VALSARTAN 320 milligram(s),"['hydrochlorothiazide', 'valsartan']",Co-Diovan 320mg/12.5mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Authorised
863,HYDROCHLOROTHIAZIDE 25 milligram(s) | VALSARTAN 320 milligram(s),"['hydrochlorothiazide', 'valsartan']",Co-Diovan 320mg/25mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Authorised
864,HYDROCHLOROTHIAZIDE 80 milligram(s) | VALSARTAN 12.5 milligram(s),"['hydrochlorothiazide', 'valsartan']","Valsartan/HCTZ Fair-Med 80mg/12,5mg film-coated Tablets",AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Withdrawn
865,HYDROCHLOROTHIAZIDE 160 milligram(s) | VALSARTAN 12.5 milligram(s),"['hydrochlorothiazide', 'valsartan']","Valsartan/HCTZ Fair-Med 160mg/12,5mg film-coated Tablets",AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Withdrawn
866,HYDROCHLOROTHIAZIDE 160 milligram(s) | VALSARTAN 25 milligram(s),"['hydrochlorothiazide', 'valsartan']",Valsartan/HCTZ Fair-Med 160mg/25mg film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Withdrawn
867,HYDROCHLOROTHIAZIDE 320 milligram(s) | VALSARTAN 12.5 milligram(s),"['hydrochlorothiazide', 'valsartan']","Valsartan/HCTZ Fair-Med 320mg/12,5mg film-coated Tablets",AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Withdrawn
868,HYDROCHLOROTHIAZIDE 320 milligram(s) | VALSARTAN 25 milligram(s),"['hydrochlorothiazide', 'valsartan']",Valsartan/HCTZ Fair-Med 320mg/25mg film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Withdrawn
869,HYDROCHLOROTHIAZIDE 160 milligram(s) | VALSARTAN 25 milligram(s),"['hydrochlorothiazide', 'valsartan']",Valsartan/Hydrochlorothiazide Teva 160mg/25mg Film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Withdrawn
870,HYDROCHLOROTHIAZIDE 12.5 milligram(s) | VALSARTAN 80 milligram(s),"['hydrochlorothiazide', 'valsartan']",Valsotens HCT,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Withdrawn
871,HYDROCHLOROTHIAZIDE 12.5 milligram(s) | VALSARTAN 160 milligram(s),"['hydrochlorothiazide', 'valsartan']",Valsotens HCT,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Withdrawn
872,HYDROCHLOROTHIAZIDE 25 milligram(s) | VALSARTAN 160 milligram(s),"['hydrochlorothiazide', 'valsartan']",Valsotens HCT,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Withdrawn
873,HYDROCHLOROTHIAZIDE 80 milligram(s) | VALSARTAN 12.5 milligram(s),"['hydrochlorothiazide', 'valsartan']",Valsartan and Hydrochlorothiazide 80mg/12.5mg film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Authorised
874,HYDROCHLOROTHIAZIDE 160 milligram(s) | VALSARTAN 12.5 milligram(s),"['hydrochlorothiazide', 'valsartan']",Valsartan and Hydrochlorothiazide 160mg/12.5mg film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Authorised
875,HYDROCHLOROTHIAZIDE 160 milligram(s) | VALSARTAN 25 milligram(s),"['hydrochlorothiazide', 'valsartan']",Valsartan and Hydrochlorothiazide 160mg/25mg film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Authorised
876,HYDROCHLOROTHIAZIDE 320 milligram(s) | VALSARTAN 12.5 milligram(s),"['hydrochlorothiazide', 'valsartan']",Valsartan and Hydrochlorothiazide 320mg/12.5mg film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Authorised
877,HYDROCHLOROTHIAZIDE 320 milligram(s) | VALSARTAN 25 milligram(s),"['hydrochlorothiazide', 'valsartan']",Valsartan and Hydrochlorothiazide 320mg/25mg film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Authorised
878,HYDROCHLOROTHIAZIDE 12.5 milligram(s) | VALSARTAN 80 milligram(s),"['hydrochlorothiazide', 'valsartan']",Co-Diovan 80mg/12.5mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Authorised
879,HYDROCHLOROTHIAZIDE 12.5 milligram(s) | VALSARTAN 160 milligram(s),"['hydrochlorothiazide', 'valsartan']",Co-Diovan 160mg/12.5mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Authorised
880,HYDROCHLOROTHIAZIDE 25 milligram(s) | VALSARTAN 160 milligram(s),"['hydrochlorothiazide', 'valsartan']",Co-Diovan 160mg/25mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Authorised
881,VALSARTAN 320 milligram(s),['valsartan'],Valsotens 320mg film coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Withdrawn
882,VALSARTAN 160 milligram(s) | HYDROCHLOROTHIAZIDE 25 milligram(s),"['valsartan', 'hydrochlorothiazide']","Co-Diovan 160/25, 160 mg/25 mg film-coated tablets",AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Withdrawn
883,VALSARTAN 160 milligram(s) | HYDROCHLOROTHIAZIDE 12.5 milligram(s),"['valsartan', 'hydrochlorothiazide']","Co-Diovan 160/12.5, 160 mg/12.5 mg film-coated tablets.",AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Authorised
884,VALSARTAN 80 milligram(s) | HYDROCHLOROTHIAZIDE 12.5 milligram(s),"['valsartan', 'hydrochlorothiazide']","Co-Diovan 80/12.5, 80 mg/12.5 mg film-coated tablets.",AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Withdrawn
885,VALSARTAN 80 milligram(s) | HYDROCHLOROTHIAZIDE 12.5 milligram(s),"['valsartan', 'hydrochlorothiazide']",Co-Diovan 80 mg/12.5 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Authorised
886,VALSARTAN 160 milligram(s) | HYDROCHLOROTHIAZIDE 12.5 milligram(s),"['valsartan', 'hydrochlorothiazide']",Co-Diovan 160 mg/12.5 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Authorised
887,VALSARTAN 160 milligram(s) | HYDROCHLOROTHIAZIDE 25 milligram(s),"['valsartan', 'hydrochlorothiazide']",Co-Diovan 160 mg/25mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Authorised
888,VALSARTAN 160 milligram(s),['valsartan'],Diovan 160 mg film-coated tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DA03,FILM-COATED TABLET,Authorised
889,AMLODIPINE 10 milligram(s) | VALSARTAN 160 milligram(s),"['amlodipine', 'valsartan']","Asbima Tablet, film coated 5mg/80mg",AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DB01,FILM-COATED TABLET,Withdrawn
890,AMLODIPINE 5 milligram(s) | VALSARTAN 160 milligram(s),"['amlodipine', 'valsartan']","Asbima Tablet, film coated 5mg/160mg",AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DB01,FILM-COATED TABLET,Withdrawn
891,AMLODIPINE 10 milligram(s) | VALSARTAN 160 milligram(s),"['amlodipine', 'valsartan']","Asbima Tablet, film coated 10mg/160mg",AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DB01,FILM-COATED TABLET,Withdrawn
892,AMLODIPINE BESYLATE 5 milligram(s) | VALSARTAN 80 milligram(s),"['amlodipine besylate', 'valsartan']",Amlodipine/Valsartan Teva 5mg/80mg fILM-COATED tABLETS,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DB01,FILM-COATED TABLET,Withdrawn
893,AMLODIPINE BESYLATE 5 milligram(s) | VALSARTAN 160 milligram(s),"['amlodipine besylate', 'valsartan']",Amlodipine/Valsartan Teva 5mg/160mg Film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DB01,FILM-COATED TABLET,Withdrawn
894,AMLODIPINE BESYLATE 10 milligram(s) | VALSARTAN 160 milligram(s),"['amlodipine besylate', 'valsartan']",Amlodipine/Valsartan Teva 10mg/160mg Film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DB01,FILM-COATED TABLET,Withdrawn
895,AMLODIPINE 5 milligram(s) | OLMESARTAN MEDOXOMIL 20 milligram(s),"['amlodipine', 'olmesartan medoxomil']",Konverge 20mg/5mg film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DB02,FILM-COATED TABLET,Authorised
896,AMLODIPINE 5 milligram(s) | OLMESARTAN MEDOXOMIL 40 milligram(s),"['amlodipine', 'olmesartan medoxomil']",Konverge 40mg/5mg film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DB02,FILM-COATED TABLET,Authorised
897,AMLODIPINE 10 milligram(s) | OLMESARTAN MEDOXOMIL 40 milligram(s),"['amlodipine', 'olmesartan medoxomil']",Konverge 40mg/10mg film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DB02,FILM-COATED TABLET,Authorised
898,CANDESARTAN CILEXETIL 8 milligram(s) | AMLODIPINE 5 milligram(s),"['candesartan cilexetil', 'amlodipine']",Clodipan 8 mg/5 mg hard capsules,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DB07,HARD CAPSULE,Authorised
899,CANDESARTAN CILEXETIL 8 milligram(s) | AMLODIPINE 10 milligram(s),"['candesartan cilexetil', 'amlodipine']",Clodipan 8 mg/10 mg hard capsules,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DB07,HARD CAPSULE,Authorised
900,CANDESARTAN CILEXETIL 16 milligram(s) | AMLODIPINE 5 milligram(s),"['candesartan cilexetil', 'amlodipine']",Clodipan 16 mg/5 mg hard capsules,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DB07,HARD CAPSULE,Authorised
901,CANDESARTAN CILEXETIL 16 milligram(s) | AMLODIPINE 10 milligram(s),"['candesartan cilexetil', 'amlodipine']",Clodipan 16 mg/10 mg hard capsules,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DB07,HARD CAPSULE,Authorised
902,AMLODIPINE 5 milligram(s) | HYDROCHLOROTHIAZIDE 12.5 milligram(s) | OLMESARTAN MEDOXOMIL 20 milligram(s),"['amlodipine', 'hydrochlorothiazide', 'olmesartan medoxomil']",Konverge Plus 20mg/5mg/12.5mg film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DX03,FILM-COATED TABLET,Authorised
903,AMLODIPINE 5 milligram(s) | HYDROCHLOROTHIAZIDE 12.5 milligram(s) | OLMESARTAN MEDOXOMIL 40 milligram(s),"['amlodipine', 'hydrochlorothiazide', 'olmesartan medoxomil']",Konverge Plus 40mg/5mg/12.5mg film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DX03,FILM-COATED TABLET,Authorised
904,AMLODIPINE 10 milligram(s) | HYDROCHLOROTHIAZIDE 12.5 milligram(s) | OLMESARTAN MEDOXOMIL 40 milligram(s),"['amlodipine', 'hydrochlorothiazide', 'olmesartan medoxomil']",Konverge Plus 40mg/10mg/12.5mg film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DX03,FILM-COATED TABLET,Authorised
905,AMLODIPINE 5 milligram(s) | HYDROCHLOROTHIAZIDE 25 milligram(s) | OLMESARTAN MEDOXOMIL 40 milligram(s),"['amlodipine', 'hydrochlorothiazide', 'olmesartan medoxomil']",Konverge Plus 40mg/5mg/25mg film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DX03,FILM-COATED TABLET,Authorised
906,AMLODIPINE 10 milligram(s) | HYDROCHLOROTHIAZIDE 25 milligram(s) | OLMESARTAN MEDOXOMIL 40 milligram(s),"['amlodipine', 'hydrochlorothiazide', 'olmesartan medoxomil']",Konverge Plus 40mg/10mg/25mg film-coated Tablets,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09DX03,FILM-COATED TABLET,Authorised
907,SIMVASTATIN 10 milligram(s),['simvastatin'],"Zocor 10mg, film-coated Tablets",LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Withdrawn
908,SIMVASTATIN 20 milligram(s),['simvastatin'],"Zocor 20 mg, film-coated Tablets",LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Withdrawn
909,SIMVASTATIN 40 milligram(s),['simvastatin'],"Zocor 40 mg, film-coated Tablets",LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Withdrawn
910,SIMVASTATIN 10 milligram(s),['simvastatin'],Simvacor,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Authorised
911,SIMVASTATIN 80 milligram(s),['simvastatin'],Sivacor 80mg film-coated Tablets,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Withdrawn
912,SIMVASTATIN 10 milligram(s),['simvastatin'],Sivacor 10mg film-coated Tablets,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Withdrawn
913,SIMVASTATIN 20 milligram(s),['simvastatin'],Sivacor 20mg film-coated Tablets,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Withdrawn
914,SIMVASTATIN 40 milligram(s),['simvastatin'],Sivacor 40mg film-coated Tablets,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Withdrawn
915,SIMVASTATIN 10 milligram(s),['simvastatin'],Priacin 10mg film-coated Tablets,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Authorised
916,SIMVASTATIN 20 milligram(s),['simvastatin'],Priacin 20mg film-coated Tablets,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Authorised
917,SIMVASTATIN 40 milligram(s),['simvastatin'],Priacin 40mg film-coated Tablets,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Authorised
918,SIMVASTATIN 20 milligram(s),['simvastatin'],"Simvastatin/Norma Tablet, film coated 20mg",LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Authorised
919,SIMVASTATIN 40 milligram(s),['simvastatin'],"Simvastatin/Norma Tablet, film coated 40mg",LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Authorised
920,SIMVASTATIN 10 milligram(s),['simvastatin'],Simtan Tablet Film coated 10mg,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Withdrawn
921,SIMVASTATIN 20 milligram(s),['simvastatin'],Simtan Tablet Film coated 20mg,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Withdrawn
922,SIMVASTATIN 40 milligram(s),['simvastatin'],Simtan Tablet Film coated 40mg,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Withdrawn
923,SIMVASTATIN 10 milligram(s),['simvastatin'],Simvastatin 10mg Film-Coated Tablets,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Withdrawn
924,SIMVASTATIN 20 milligram(s),['simvastatin'],Simvastatin 20mg Film-Coated Tablets,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Withdrawn
925,SIMVASTATIN 40 milligram(s),['simvastatin'],Simvastatin 40mg Film-Coated Tablets,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Withdrawn
926,SIMVASTATIN 10 milligram(s),['simvastatin'],Simvastatin 10mg Film-Coated Tablets,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Authorised
927,SIMVASTATIN 20 milligram(s),['simvastatin'],Simvastatin 20mg Film-Coated Tablets,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Authorised
928,SIMVASTATIN 40 milligram(s),['simvastatin'],Simvastatin 40mg Film-Coated Tablets,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Authorised
929,SIMVASTATIN 80 milligram(s),['simvastatin'],Simvastatin 80mg Film-Coated Tablets,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Authorised
930,SIMVASTATIN 20 milligram(s),['simvastatin'],"Simvastatin Tablet, film coated 20mg",LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Withdrawn
931,SIMVASTATIN 40 milligram(s),['simvastatin'],"Simvastatin Tablet, film coated 40mg",LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Withdrawn
932,SIMVASTATIN 80 milligram(s),['simvastatin'],"Simvastatin Tablet, film coated 80mg",LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Withdrawn
933,SIMVASTATIN 40 milligram(s),['simvastatin'],Sintenal 40mg film-coated Tablets,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Withdrawn
934,SIMVASTATIN 20 milligram(s),['simvastatin'],Simvastatin 20mg film-coated Tablets,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Withdrawn
935,SIMVASTATIN 20 milligram(s),['simvastatin'],"Zocor 20mg, film-coated Tablets",LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Withdrawn
936,SIMVASTATIN 20 milligram(s),['simvastatin'],Simvastatin Tablets 20mg,LIPID MODIFYING AGENTS,C10AA01,TABLET,Withdrawn
937,SIMVASTATIN 10 milligram(s),['simvastatin'],"Simtan Tablet, film coated 10mg",LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Authorised
938,SIMVASTATIN 20 milligram(s),['simvastatin'],"Simtan Tablet, film coated 20mg",LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Authorised
939,SIMVASTATIN 40 milligram(s),['simvastatin'],"Simtan Tablet, film coated 40mg",LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Authorised
940,SIMVASTATIN 20 milligram(s),['simvastatin'],"Simvastatina Arena Tablet, film coated 20mg",LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Authorised
941,SIMVASTATIN 10 milligram(s),['simvastatin'],Simvastatin Crescent 10mg film-coated tablets,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Authorised
942,SIMVASTATIN 20 milligram(s),['simvastatin'],Simvastatin Crescent 20mg film-coated tablets,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Authorised
943,SIMVASTATIN 40 milligram(s),['simvastatin'],Simvastatin Crescent 40mg film-coated tablets,LIPID MODIFYING AGENTS,C10AA01,FILM-COATED TABLET,Authorised
